(-1.373, 0, -1.454)
(-1.399, 0, -1.429)
(-1.423, 0, -1.406)
(-1.466, 0, -1.361)
(-1.488, 0, -1.336)
(-1.51, 0, -1.311)
(-1.535, 0, -1.282)
(-1.575, 0, -1.232)
(-1.596, 0, -1.206)
(-1.616, 0, -1.179)
(-1.635, 0, -1.152)
(-1.655, 0, -1.123)
(-1.674, 0, -1.095)
(-1.691, 0, -1.067)
(-1.709, 0, -1.039)
(-1.726, 0, -1.01)
(-1.759, 0, -0.9513)
(-1.789, 0, -0.895)
(-1.803, 0, -0.8651)
(-1.829, 0, -0.8091)
(-1.842, 0, -0.7786)
(-1.857, 0, -0.7426)
(-1.869, 0, -0.7114)
(-1.881, 0, -0.6804)
(-1.892, 0, -0.6488)
(-1.903, 0, -0.6143)
(-1.922, 0, -0.5533)
(-1.931, 0, -0.5212)
(-1.939, 0, -0.4889)
(-1.947, 0, -0.4565)
(-1.955, 0, -0.4209)
(-1.962, 0, -0.3881)
(-1.973, 0, -0.3265)
(-1.978, 0, -0.2934)
(-1.984, 0, -0.2558)
(-1.991, 0, -0.1918)
(-1.996, 0, -0.1284)
(-1.998, 0, -0.09494)
(-1.999, 0, -0.06217)
(-2, 0, -0.02214)
(-2, 0, 0.03932)
(-1.999, 0, 0.07286)
(-1.997, 0, 0.1061)
(-1.992, 0, 0.176)
(-1.986, 0, 0.239)
(-1.981, 0, 0.2723)
(-1.977, 0, 0.3047)
(-1.971, 0, 0.3381)
(-1.965, 0, 0.3735)
(-1.958, 0, 0.4063)
(-1.951, 0, 0.4389)
(-1.944, 0, 0.4712)
(-1.929, 0, 0.5285)
(-1.918, 0, 0.5671)
(-1.899, 0, 0.6289)
(-1.888, 0, 0.6605)
(-1.877, 0, 0.6919)
(-1.865, 0, 0.7229)
(-1.853, 0, 0.7534)
(-1.839, 0, 0.7859)
(-1.826, 0, 0.8166)
(-1.812, 0, 0.8469)
(-1.798, 0, 0.8769)
(-1.783, 0, 0.9067)
(-1.766, 0, 0.9382)
(-1.75, 0, 0.9678)
(-1.734, 0, 0.9967)
(-1.703, 0, 1.048)
(-1.685, 0, 1.077)
(-1.664, 0, 1.11)
(-1.628, 0, 1.162)
(-1.608, 0, 1.189)
(-1.588, 0, 1.216)
(-1.565, 0, 1.245)
(-1.525, 0, 1.294)
(-1.483, 0, 1.342)
(-1.46, 0, 1.367)
(-1.437, 0, 1.391)
(-1.411, 0, 1.417)
(-1.388, 0, 1.44)
(-1.363, 0, 1.463)
(-1.339, 0, 1.486)
(-1.314, 0, 1.508)
(-1.289, 0, 1.53)
(-1.262, 0, 1.551)
(-1.236, 0, 1.572)
(-1.21, 0, 1.592)
(-1.183, 0, 1.612)
(-1.156, 0, 1.632)
(-1.128, 0, 1.651)
(-1.1, 0, 1.67)
(-1.072, 0, 1.688)
(-1.02, 0, 1.72)
(-0.9914, 0, 1.737)
(-0.9621, 0, 1.753)
(-0.9283, 0, 1.772)
(-0.8984, 0, 1.787)
(-0.8686, 0, 1.802)
(-0.8385, 0, 1.816)
(-0.8089, 0, 1.829)
(-0.7473, 0, 1.855)
(-0.6879, 0, 1.878)
(-0.6273, 0, 1.899)
(-0.5953, 0, 1.909)
(-0.5581, 0, 1.921)
(-0.5258, 0, 1.93)
(-0.4935, 0, 1.938)
(-0.4618, 0, 1.946)
(-0.4262, 0, 1.954)
(-0.3635, 0, 1.967)
(-0.3304, 0, 1.973)
(-0.2976, 0, 1.978)
(-0.2647, 0, 1.982)
(-0.2317, 0, 1.987)
(-0.1987, 0, 1.99)
(-0.1657, 0, 1.993)
(-0.1322, 0, 1.996)
(-0.09906, 0, 1.998)
(-0.06593, 0, 1.999)
(-0.0326, 0, 2)
(0.00199, 0, 2)
(0.03544, 0, 2)
(0.09827, 0, 1.998)
(0.1318, 0, 1.996)
(0.165, 0, 1.993)
(0.1981, 0, 1.99)
(0.2335, 0, 1.986)
(0.2668, 0, 1.982)
(0.3285, 0, 1.973)
(0.3611, 0, 1.967)
(0.4002, 0, 1.96)
(0.4618, 0, 1.946)
(0.4944, 0, 1.938)
(0.5266, 0, 1.929)
(0.5587, 0, 1.92)
(0.5925, 0, 1.91)
(0.6244, 0, 1.9)
(0.6836, 0, 1.88)
(0.7149, 0, 1.868)
(0.746, 0, 1.856)
(0.7767, 0, 1.843)
(0.8393, 0, 1.815)
(0.8696, 0, 1.801)
(0.8992, 0, 1.786)
(0.9289, 0, 1.771)
(0.9615, 0, 1.754)
(1.017, 0, 1.722)
(1.046, 0, 1.705)
(1.074, 0, 1.687)
(1.104, 0, 1.668)
(1.158, 0, 1.631)
(1.185, 0, 1.611)
(1.211, 0, 1.591)
(1.238, 0, 1.571)
(1.266, 0, 1.548)
(1.292, 0, 1.527)
(1.338, 0, 1.487)
(1.362, 0, 1.464)
(1.387, 0, 1.441)
(1.414, 0, 1.414)
(1.458, 0, 1.369)
(1.481, 0, 1.344)
(1.503, 0, 1.319)
(1.525, 0, 1.294)
(1.546, 0, 1.269)
(1.568, 0, 1.241)
(1.589, 0, 1.215)
(1.609, 0, 1.188)
(1.628, 0, 1.161)
(1.647, 0, 1.134)
(1.685, 0, 1.078)
(1.702, 0, 1.05)
(1.72, 0, 1.021)
(1.754, 0, 0.9613)
(1.784, 0, 0.9049)
(1.811, 0, 0.8477)
(1.838, 0, 0.7891)
(1.853, 0, 0.7521)
(1.876, 0, 0.693)
(1.887, 0, 0.6616)
(1.898, 0, 0.63)
(1.908, 0, 0.5988)
(1.919, 0, 0.5636)
(1.936, 0, 0.5023)
(1.944, 0, 0.4699)
(1.952, 0, 0.4374)
(1.959, 0, 0.4052)
(1.965, 0, 0.3728)
(1.976, 0, 0.3061)
(1.981, 0, 0.2729)
(1.986, 0, 0.2399)
(1.99, 0, 0.2023)
(1.995, 0, 0.139)
(1.997, 0, 0.1056)
(1.999, 0, 0.07232)
(2, 0, 0.03903)
(2, 0, 0.003425)
(2, 0, -0.03007)
(1.998, 0, -0.09261)
(1.996, 0, -0.126)
(1.994, 0, -0.1594)
(1.991, 0, -0.1925)
(1.987, 0, -0.2286)
(1.979, 0, -0.2915)
(1.973, 0, -0.3245)
(1.968, 0, -0.3575)
(1.962, 0, -0.3902)
(1.954, 0, -0.4257)
(1.947, 0, -0.4584)
(1.939, 0, -0.4908)
(1.93, 0, -0.523)
(1.921, 0, -0.555)
(1.902, 0, -0.6181)
(1.891, 0, -0.6498)
(1.88, 0, -0.6813)
(1.869, 0, -0.7123)
(1.857, 0, -0.7429)
(1.844, 0, -0.7741)
(1.817, 0, -0.8348)
(1.803, 0, -0.865)
(1.789, 0, -0.8949)
(1.761, 0, -0.9484)
(1.745, 0, -0.9775)
(1.725, 0, -1.012)
(1.708, 0, -1.041)
(1.69, 0, -1.07)
(1.653, 0, -1.126)
(1.616, 0, -1.179)
(1.596, 0, -1.206)
(1.575, 0, -1.232)
(1.555, 0, -1.258)
(1.531, 0, -1.286)
(1.49, 0, -1.334)
(1.467, 0, -1.359)
(1.424, 0, -1.404)
(1.395, 0, -1.433)
(1.349, 0, -1.476)
(1.325, 0, -1.498)
(1.3, 0, -1.52)
(1.274, 0, -1.542)
(1.248, 0, -1.563)
(1.221, 0, -1.584)
(1.195, 0, -1.604)
(1.168, 0, -1.624)
(1.14, 0, -1.643)
(1.113, 0, -1.662)
(1.083, 0, -1.682)
(1.028, 0, -1.715)
(0.9996, 0, -1.732)
(0.9705, 0, -1.749)
(0.9382, 0, -1.766)
(0.8813, 0, -1.795)
(0.851, 0, -1.81)
(0.8207, 0, -1.824)
(0.7904, 0, -1.837)
(0.7596, 0, -1.85)
(0.6971, 0, -1.875)
(0.6377, 0, -1.896)
(0.6058, 0, -1.906)
(0.574, 0, -1.916)
(0.538, 0, -1.926)
(0.5057, 0, -1.935)
(0.4734, 0, -1.943)
(0.441, 0, -1.951)
(0.3735, 0, -1.965)
(0.3114, 0, -1.976)
(0.2782, 0, -1.981)
(0.2452, 0, -1.985)
(0.212, 0, -1.989)
(0.1791, 0, -1.992)
(0.1445, 0, -1.995)
(0.111, 0, -1.997)
(0.07779, 0, -1.998)
(0.04448, 0, -2)
(-0.02377, 0, -2)
(-0.08718, 0, -1.998)
(-0.1207, 0, -1.996)
(-0.1535, 0, -1.994)
(-0.1872, 0, -1.991)
(-0.2196, 0, -1.988)
(-0.2869, 0, -1.979)
(-0.3198, 0, -1.974)
(-0.3531, 0, -1.969)
(-0.3858, 0, -1.962)
(-0.4204, 0, -1.955)
(-0.4822, 0, -1.941)
(-0.5147, 0, -1.933)
(-0.5468, 0, -1.924)
(-0.5787, 0, -1.914)
(-0.6139, 0, -1.903)
(-0.6734, 0, -1.883)
(-0.7335, 0, -1.861)
(-0.7646, 0, -1.848)
(-0.7953, 0, -1.835)
(-0.8289, 0, -1.82)
(-0.8593, 0, -1.806)
(-0.8892, 0, -1.791)
(-0.9189, 0, -1.776)
(-0.9484, 0, -1.761)
(-1.007, 0, -1.728)
(-1.035, 0, -1.711)
(-1.064, 0, -1.694)
(-1.091, 0, -1.676)
(-1.119, 0, -1.657)
(-1.175, 0, -1.618)
(-1.226, 0, -1.581)
(-1.252, 0, -1.56)
(-1.278, 0, -1.539)
(-1.305, 0, -1.515)
(-1.33, 0, -1.493)
(-1.355, 0, -1.471)
(-1.38, 0, -1.448)
(-1.403, 0, -1.425)
(-1.427, 0, -1.401)
(-1.451, 0, -1.377)
(-1.474, 0, -1.352)
(-1.496, 0, -1.328)
(-1.536, 0, -1.281)
(-1.557, 0, -1.256)
(-1.577, 0, -1.229)
(-1.601, 0, -1.199)
(-1.62, 0, -1.172)
(-1.64, 0, -1.145)
(-1.659, 0, -1.118)
(-1.695, 0, -1.061)
(-1.728, 0, -1.006)
(-1.745, 0, -0.9771)
(-1.761, 0, -0.9481)
(-1.777, 0, -0.9184)
(-1.793, 0, -0.8865)
(-1.807, 0, -0.8563)
(-1.833, 0, -0.7995)
(-1.846, 0, -0.7687)
(-1.859, 0, -0.7378)
(-1.873, 0, -0.7025)
(-1.894, 0, -0.6427)
(-1.904, 0, -0.6109)
(-1.914, 0, -0.5791)
(-1.924, 0, -0.5471)
(-1.933, 0, -0.5121)
(-1.949, 0, -0.4501)
(-1.962, 0, -0.3884)
(-1.968, 0, -0.3555)
(-1.975, 0, -0.3167)
(-1.98, 0, -0.2835)
(-1.988, 0, -0.2219)
(-1.991, 0, -0.1886)
(-1.994, 0, -0.1554)
(-1.996, 0, -0.1183)
(-1.998, 0, -0.08496)
(-1.999, 0, -0.05136)
(-2, 0, -0.01796)
(-2, 0, 0.04148)
(-1.998, 0, 0.08236)
(-1.995, 0, 0.1455)
(-1.992, 0, 0.1789)
(-1.989, 0, 0.2121)
(-1.984, 0, 0.2495)
(-1.975, 0, 0.3127)
(-1.97, 0, 0.3458)
(-1.964, 0, 0.3786)
(-1.957, 0, 0.4113)
(-1.95, 0, 0.4436)
(-1.942, 0, 0.4771)
(-1.934, 0, 0.5096)
(-1.925, 0, 0.5417)
(-1.908, 0, 0.5999)
(-1.898, 0, 0.6318)
(-1.874, 0, 0.6988)
(-1.862, 0, 0.7302)
(-1.85, 0, 0.761)
(-1.837, 0, 0.7917)
(-1.822, 0, 0.8248)
(-1.795, 0, 0.8825)
(-1.78, 0, 0.9121)
(-1.764, 0, 0.9419)
(-1.748, 0, 0.9712)
(-1.731, 0, 1.002)
(-1.714, 0, 1.03)
(-1.697, 0, 1.059)
(-1.679, 0, 1.087)
(-1.661, 0, 1.115)
(-1.642, 0, 1.142)
(-1.622, 0, 1.17)
(-1.602, 0, 1.197)
(-1.564, 0, 1.246)
(-1.543, 0, 1.272)
(-1.497, 0, 1.326)
(-1.454, 0, 1.373)
(-1.431, 0, 1.397)
(-1.408, 0, 1.421)
(-1.384, 0, 1.444)
(-1.357, 0, 1.469)
(-1.309, 0, 1.512)
(-1.283, 0, 1.534)
(-1.258, 0, 1.555)
(-1.232, 0, 1.576)
(-1.205, 0, 1.596)
(-1.178, 0, 1.616)
(-1.151, 0, 1.636)
(-1.124, 0, 1.655)
(-1.096, 0, 1.673)
(-1.065, 0, 1.693)
(-1.011, 0, 1.725)
(-0.9826, 0, 1.742)
(-0.9533, 0, 1.758)
(-0.9239, 0, 1.774)
(-0.8908, 0, 1.791)
(-0.8333, 0, 1.818)
(-0.8027, 0, 1.832)
(-0.7449, 0, 1.856)
(-0.7136, 0, 1.868)
(-0.6778, 0, 1.882)
(-0.6177, 0, 1.902)
(-0.5856, 0, 1.912)
(-0.5539, 0, 1.922)
(-0.4866, 0, 1.94)
(-0.4239, 0, 1.955)
(-0.391, 0, 1.961)
(-0.3584, 0, 1.968)
(-0.3255, 0, 1.973)
(-0.2905, 0, 1.979)
(-0.2271, 0, 1.987)
(-0.1937, 0, 1.991)
(-0.1605, 0, 1.994)
(-0.1274, 0, 1.996)
(-0.09452, 0, 1.998)
(-0.05906, 0, 1.999)
(-0.02548, 0, 2)
(0.007882, 0, 2)
(0.04096, 0, 2)
(0.07428, 0, 1.999)
(0.1087, 0, 1.997)
(0.172, 0, 1.993)
(0.205, 0, 1.989)
(0.2385, 0, 1.986)
(0.2758, 0, 1.981)
(0.3378, 0, 1.971)
(0.3708, 0, 1.965)
(0.4034, 0, 1.959)
(0.4356, 0, 1.952)
(0.4682, 0, 1.944)
(0.5031, 0, 1.936)
(0.5355, 0, 1.927)
(0.5671, 0, 1.918)
(0.5994, 0, 1.908)
(0.6641, 0, 1.887)
(0.7236, 0, 1.864)
(0.7548, 0, 1.852)
(0.7855, 0, 1.839)
(0.8158, 0, 1.826)
(0.8462, 0, 1.812)
(0.9061, 0, 1.783)
(0.9359, 0, 1.768)
(0.9652, 0, 1.752)
(0.9979, 0, 1.733)
(1.053, 0, 1.701)
(1.107, 0, 1.666)
(1.134, 0, 1.647)
(1.162, 0, 1.628)
(1.188, 0, 1.609)
(1.217, 0, 1.587)
(1.243, 0, 1.567)
(1.269, 0, 1.546)
(1.295, 0, 1.524)
(1.32, 0, 1.503)
(1.37, 0, 1.457)
(1.415, 0, 1.413)
(1.439, 0, 1.389)
(1.462, 0, 1.365)
(1.484, 0, 1.341)
(1.508, 0, 1.314)
(1.53, 0, 1.288)
(1.551, 0, 1.263)
(1.572, 0, 1.237)
(1.592, 0, 1.21)
(1.612, 0, 1.184)
(1.632, 0, 1.156)
(1.651, 0, 1.129)
(1.67, 0, 1.101)
(1.688, 0, 1.073)
(1.707, 0, 1.043)
(1.739, 0, 0.9875)
(1.77, 0, 0.9314)
(1.785, 0, 0.9017)
(1.8, 0, 0.8718)
(1.816, 0, 0.8386)
(1.83, 0, 0.808)
(1.842, 0, 0.778)
(1.855, 0, 0.7467)
(1.868, 0, 0.7158)
(1.891, 0, 0.6524)
(1.91, 0, 0.5922)
(1.928, 0, 0.5317)
(1.946, 0, 0.4607)
(1.96, 0, 0.3989)
(1.966, 0, 0.366)
(1.972, 0, 0.3332)
(1.977, 0, 0.3003)
(1.983, 0, 0.264)
(1.99, 0, 0.201)
(1.993, 0, 0.1678)
(1.995, 0, 0.1344)
(1.997, 0, 0.1012)
(1.999, 0, 0.06489)
(2, 0, 0.001528)
(2, 0, -0.03199)
(1.999, 0, -0.0653)
(1.998, 0, -0.09854)
(1.995, 0, -0.135)
(1.99, 0, -0.1983)
(1.987, 0, -0.2316)
(1.982, 0, -0.2647)
(1.978, 0, -0.2976)
(1.972, 0, -0.3334)
(1.966, 0, -0.3664)
(1.96, 0, -0.3987)
(1.953, 0, -0.4316)
(1.945, 0, -0.466)
(1.929, 0, -0.5287)
(1.911, 0, -0.5895)
(1.901, 0, -0.6213)
(1.89, 0, -0.6529)
(1.879, 0, -0.6843)
(1.866, 0, -0.7187)
(1.854, 0, -0.7499)
(1.841, 0, -0.7807)
(1.828, 0, -0.8106)
(1.814, 0, -0.8416)
(1.8, 0, -0.8728)
(1.771, 0, -0.9299)
(1.755, 0, -0.9595)
(1.739, 0, -0.9885)
(1.722, 0, -1.017)
(1.686, 0, -1.075)
(1.668, 0, -1.103)
(1.65, 0, -1.131)
(1.631, 0, -1.158)
(1.61, 0, -1.187)
(1.552, 0, -1.262)
(1.53, 0, -1.288)
(1.509, 0, -1.313)
(1.487, 0, -1.337)
(1.461, 0, -1.366)
(1.417, 0, -1.412)
(1.393, 0, -1.435)
(1.369, 0, -1.458)
(1.342, 0, -1.483)
(1.293, 0, -1.526)
(1.244, 0, -1.566)
(1.218, 0, -1.586)
(1.187, 0, -1.61)
(1.134, 0, -1.647)
(1.107, 0, -1.666)
(1.079, 0, -1.684)
(1.051, 0, -1.702)
(1.022, 0, -1.719)
(0.9924, 0, -1.736)
(0.9631, 0, -1.753)
(0.9338, 0, -1.769)
(0.9042, 0, -1.784)
(0.8426, 0, -1.814)
(0.7853, 0, -1.839)
(0.7543, 0, -1.852)
(0.7234, 0, -1.865)
(0.6923, 0, -1.876)
(0.6579, 0, -1.889)
(0.5976, 0, -1.909)
(0.5655, 0, -1.918)
(0.5338, 0, -1.927)
(0.5013, 0, -1.936)
(0.4692, 0, -1.944)
(0.4347, 0, -1.952)
(0.3723, 0, -1.965)
(0.3101, 0, -1.976)
(0.2771, 0, -1.981)
(0.244, 0, -1.985)
(0.206, 0, -1.989)
(0.1726, 0, -1.993)
(0.1394, 0, -1.995)
(0.1061, 0, -1.997)
(0.07313, 0, -1.999)
(0.03885, 0, -2)
(0.005389, 0, -2)
(-0.02795, 0, -2)
(-0.06126, 0, -1.999)
(-0.09448, 0, -1.998)
(-0.1302, 0, -1.996)
(-0.1927, 0, -1.991)
(-0.2261, 0, -1.987)
(-0.2589, 0, -1.983)
(-0.292, 0, -1.979)
(-0.328, 0, -1.973)
(-0.3609, 0, -1.967)
(-0.4214, 0, -1.955)
(-0.4541, 0, -1.948)
(-0.4916, 0, -1.939)
(-0.5532, 0, -1.922)
(-0.5852, 0, -1.912)
(-0.617, 0, -1.902)
(-0.6486, 0, -1.892)
(-0.6851, 0, -1.879)
(-0.7437, 0, -1.857)
(-0.8016, 0, -1.832)
(-0.8322, 0, -1.819)
(-0.8623, 0, -1.805)
(-0.8966, 0, -1.788)
(-0.953, 0, -1.758)
(-0.9824, 0, -1.742)
(-1.011, 0, -1.725)
(-1.04, 0, -1.708)
(-1.07, 0, -1.69)
(-1.124, 0, -1.655)
(-1.175, 0, -1.618)
(-1.202, 0, -1.598)
(-1.229, 0, -1.578)
(-1.258, 0, -1.555)
(-1.284, 0, -1.533)
(-1.309, 0, -1.512)
(-1.334, 0, -1.49)
(-1.362, 0, -1.465)
(-1.408, 0, -1.421)
(-1.431, 0, -1.397)
(-1.474, 0, -1.352)
(-1.496, 0, -1.327)
(-1.518, 0, -1.302)
(-1.542, 0, -1.273)
(-1.563, 0, -1.247)
(-1.584, 0, -1.221)
(-1.604, 0, -1.195)
(-1.626, 0, -1.165)
(-1.662, 0, -1.113)
(-1.68, 0, -1.085)
(-1.698, 0, -1.056)
(-1.716, 0, -1.028)
(-1.734, 0, -0.9973)
(-1.765, 0, -0.9412)
(-1.78, 0, -0.9116)
(-1.795, 0, -0.8817)
(-1.81, 0, -0.8518)
(-1.838, 0, -0.7893)
(-1.862, 0, -0.7309)
(-1.874, 0, -0.6995)
(-1.885, 0, -0.6683)
(-1.896, 0, -0.6368)
(-1.907, 0, -0.6023)
(-1.925, 0, -0.5414)
(-1.934, 0, -0.509)
(-1.942, 0, -0.4769)
(-1.95, 0, -0.4443)
(-1.958, 0, -0.4099)
(-1.964, 0, -0.3771)
(-1.975, 0, -0.3152)
(-1.98, 0, -0.282)
(-1.984, 0, -0.2491)
(-1.989, 0, -0.2112)
(-1.995, 0, -0.1478)
(-1.997, 0, -0.1143)
(-1.998, 0, -0.08098)
(-1.999, 0, -0.04779)
(-2, 0, -0.01199)
(-2, 0, 0.02157)
(-1.999, 0, 0.05488)
(-1.998, 0, 0.08817)
(-1.995, 0, 0.1471)
(-1.991, 0, 0.1882)
(-1.988, 0, 0.2215)
(-1.984, 0, 0.2547)
(-1.979, 0, 0.2875)
(-1.968, 0, 0.3542)
(-1.956, 0, 0.4163)
(-1.949, 0, 0.449)
(-1.941, 0, 0.4814)
(-1.933, 0, 0.5136)
(-1.923, 0, 0.549)
(-1.905, 0, 0.6097)
(-1.894, 0, 0.6413)
(-1.883, 0, 0.6729)
(-1.872, 0, 0.7042)
(-1.859, 0, 0.738)
(-1.834, 0, 0.7973)
(-1.821, 0, 0.828)
(-1.807, 0, 0.8582)
(-1.792, 0, 0.8881)
(-1.776, 0, 0.9198)
(-1.76, 0, 0.9494)
(-1.744, 0, 0.9786)
(-1.728, 0, 1.008)
(-1.711, 0, 1.036)
(-1.675, 0, 1.093)
(-1.64, 0, 1.145)
(-1.602, 0, 1.197)
(-1.558, 0, 1.255)
(-1.517, 0, 1.303)
(-1.495, 0, 1.329)
(-1.473, 0, 1.353)
(-1.45, 0, 1.378)
(-1.425, 0, 1.404)
(-1.379, 0, 1.448)
(-1.355, 0, 1.471)
(-1.33, 0, 1.494)
(-1.305, 0, 1.515)
(-1.277, 0, 1.539)
(-1.251, 0, 1.56)
(-1.225, 0, 1.581)
(-1.199, 0, 1.601)
(-1.172, 0, 1.621)
(-1.118, 0, 1.658)
(-1.064, 0, 1.693)
(-1.036, 0, 1.711)
(-1.007, 0, 1.728)
(-0.9738, 0, 1.747)
(-0.9178, 0, 1.777)
(-0.8878, 0, 1.792)
(-0.8579, 0, 1.807)
(-0.8237, 0, 1.822)
(-0.765, 0, 1.848)
(-0.7058, 0, 1.871)
(-0.6743, 0, 1.883)
(-0.6428, 0, 1.894)
(-0.6075, 0, 1.906)
(-0.547, 0, 1.924)
(-0.5147, 0, 1.933)
(-0.4828, 0, 1.941)
(-0.4501, 0, 1.949)
(-0.4141, 0, 1.957)
(-0.3511, 0, 1.969)
(-0.2894, 0, 1.979)
(-0.2564, 0, 1.983)
(-0.2232, 0, 1.988)
(-0.1901, 0, 1.991)
(-0.1536, 0, 1.994)
(-0.1202, 0, 1.996)
(-0.0869, 0, 1.998)
(-0.05369, 0, 1.999)
(-0.02053, 0, 2)
(0.04632, 0, 1.999)
(0.07979, 0, 1.998)
(0.1131, 0, 1.997)
(0.1462, 0, 1.995)
(0.1819, 0, 1.992)
(0.2456, 0, 1.985)
(0.2788, 0, 1.98)
(0.3117, 0, 1.976)
(0.3446, 0, 1.97)
(0.3807, 0, 1.963)
(0.4429, 0, 1.95)
(0.5041, 0, 1.935)
(0.5363, 0, 1.927)
(0.5685, 0, 1.918)

